Date,City,Rep,Store,Prod,Cost,Sale
3/11/2005,Hail,Mjeed,Lulu,Food,2597.269,4478.05
6/27/2004,Dammam,Ghalia,Othaim,Food,3785.4964,8803.48
9/26/2005,Dammam,Yahia,Panda,Home,5590.275,7453.7
6/23/2004,Jeddah,Yahia,Othaim,Food,1197.63215,1280.89
5/14/2006,Jeddah,Mjeed,Panda,Office,692.4675,923.29
3/6/2006,Jeddah,Mjeed,Othaim,Office,7657.3321,8189.66
7/8/2005,Abha,Yahia,Othaim,Food,365.057,663.74
2/10/2006,Abha,Mjeed,Othaim,Toys,521.6728,592.81
7/8/2004,Abha,Maliha,Panda,Toys,3110.475,4147.3
8/25/2005,Dammam,Abdul,Othaim,Office,274.968,611.04
7/15/2005,Dammam,Ghalia,Panda,Home,2844.6792,3232.59
8/3/2004,Jeddah,Maliha,Carrefour,Toys,1271.6325,2825.85
8/12/2005,Jeddah,Abdul,Panda,Food,661.545,882.06
8/25/2005,Hail,Maliha,Othaim,Home,2050.445,3535.25
12/28/2005,Riyadh,Ghalia,Panda,Toys,1774.5371,3007.69
2/1/2005,Jubail,Abdul,Lulu,Food,1760.20295,1882.57
6/24/2005,Hail,Yahia,Lulu,Toys,555.7387,941.93
5/18/2006,Hail,Mjeed,Carrefour,Food,8649.28295,9250.57
1/19/2006,Jubail,Maliha,Panda,Office,913.6188,2469.24
2/26/2005,Abha,Abdul,Othaim,Home,3176.73,4235.64
12/24/2004,Dammam,Abdul,Lulu,Home,435.4008,1012.56
6/2/2005,Jeddah,Maliha,Carrefour,Office,6767.9475,9023.93
8/16/2005,Jubail,Mjeed,Carrefour,Food,4670.8316,6868.87
6/30/2004,Jubail,Maliha,Carrefour,Office,2705.6095,4919.29
8/27/2004,Riyadh,Maliha,Lulu,Food,1441.1399,2442.61
1/11/2005,Jubail,Maliha,Lulu,Food,6171.495,8228.66
2/2/2006,Jubail,Abdul,Carrefour,Toys,3025.76285,3236.11
9/12/2005,Riyadh,Maliha,Lulu,Home,2381.247,4329.54
3/16/2006,Jubail,Ghalia,Carrefour,Food,3494.4615,7765.47
5/19/2006,Jubail,Abdul,Othaim,Food,1458.2425,2651.35
1/17/2005,Jubail,Maliha,Othaim,Food,3119.0852,3335.92
7/21/2004,Jeddah,Ghalia,Carrefour,Food,3119.5597,7254.79
2/20/2006,Dammam,Ghalia,Othaim,Food,3507.3016,3985.57
6/10/2005,Dammam,Mjeed,Othaim,Home,1411.174,3281.8
6/25/2005,Dammam,Yahia,Panda,Food,3633.498,6606.36
12/27/2004,Hail,Yahia,Carrefour,Toys,5832.4125,7776.55
4/9/2006,Jubail,Ghalia,Lulu,Toys,1126.708,2048.56
11/3/2005,Abha,Mjeed,Othaim,Toys,3516.601,6393.82
6/5/2006,Dammam,Ghalia,Lulu,Home,1755.658,2581.85
9/18/2004,Jubail,Yahia,Carrefour,Food,50.728,74.6
3/26/2005,Jeddah,Ghalia,Carrefour,Toys,1857.305,3202.25
7/22/2004,Jubail,Ghalia,Carrefour,Toys,649.5005,1180.91
10/13/2005,Abha,Yahia,Panda,Office,2735.8984,7394.32
2/4/2006,Abha,Mjeed,Panda,Home,3381.4929,9139.17
3/18/2006,Riyadh,Maliha,Panda,Home,4003.0485,7278.27
8/13/2004,Jubail,Ghalia,Othaim,Food,425.3024,733.28
12/25/2004,Hail,Abdul,Panda,Food,2281.6309,6166.57
12/13/2004,Jubail,Yahia,Panda,Toys,3371.7255,6130.41
1/22/2005,Hail,Maliha,Panda,Toys,2033.1518,4728.26
3/15/2005,Riyadh,Abdul,Carrefour,Office,6239.952,9176.4
1/14/2005,Hail,Yahia,Carrefour,Toys,6993.4821,7479.66
9/18/2005,Riyadh,Mjeed,Lulu,Home,447.8888,658.66
12/16/2004,Dammam,Mjeed,Othaim,Food,2335.029,5430.3
9/6/2005,Hail,Maliha,Carrefour,Office,4592.5725,6123.43
9/18/2004,Jubail,Mjeed,Panda,Toys,5773.1677,9785.03
3/25/2006,Riyadh,Mjeed,Panda,Food,4543.4642,4859.32
3/2/2006,Riyadh,Yahia,Othaim,Food,2450.7608,3604.06
9/24/2005,Dammam,Maliha,Lulu,Office,2727.3,3636.4
7/24/2004,Dammam,Yahia,Panda,Office,3807.972,8462.16
2/6/2005,Jubail,Yahia,Lulu,Home,2084.6947,5634.31
1/25/2005,Hail,Mjeed,Lulu,Toys,5002.53,6670.04
9/10/2005,Jeddah,Maliha,Panda,Home,4252.937,7332.65
12/28/2005,Dammam,Ghalia,Carrefour,Office,3728.6643,6319.77
10/23/2005,Hail,Maliha,Lulu,Home,6467.956,6917.6
2/28/2006,Jeddah,Yahia,Carrefour,Food,206.6925,275.59
2/14/2006,Abha,Abdul,Panda,Food,7539.5969,8063.74
1/29/2005,Jeddah,Mjeed,Othaim,Toys,5142.9075,6857.21
1/26/2006,Riyadh,Ghalia,Othaim,Toys,3501.0956,5148.67
8/3/2004,Hail,Maliha,Panda,Toys,3972.4256,4514.12
10/16/2004,Abha,Maliha,Panda,Toys,1135.3204,2640.28
5/15/2005,Dammam,Ghalia,Othaim,Home,5428.2832,9200.48
12/29/2004,Jeddah,Mjeed,Carrefour,Food,1776.5587,4801.51
7/3/2004,Hail,Mjeed,Othaim,Food,1265.751,2812.78
2/16/2005,Riyadh,Maliha,Lulu,Toys,4271.12,7364
12/14/2005,Jubail,Ghalia,Panda,Home,2416.6485,5370.33
10/1/2004,Jeddah,Yahia,Othaim,Toys,6615.39,8820.52
9/8/2005,Hail,Abdul,Carrefour,Toys,1850.45,2721.25
1/1/2005,Riyadh,Abdul,Panda,Office,1449.1455,2634.81
8/19/2004,Abha,Yahia,Panda,Food,1427.2639,3857.47
11/29/2004,Abha,Ghalia,Lulu,Home,2674.6057,4533.23
10/18/2004,Riyadh,Yahia,Carrefour,Home,8929.9045,9550.7
7/23/2004,Hail,Ghalia,Carrefour,Toys,4591.3902,7916.19
9/17/2005,Riyadh,Maliha,Panda,Food,4906.845,6542.46
12/21/2004,Dammam,Yahia,Othaim,Home,1749.0671,1870.66
9/17/2004,Abha,Ghalia,Othaim,Home,913.6077,2469.21
6/22/2005,Jeddah,Abdul,Panda,Toys,656.5756,1526.92
4/16/2006,Hail,Abdul,Othaim,Home,6989.4616,7942.57
9/26/2005,Riyadh,Yahia,Panda,Toys,1731.3522,2985.09
9/1/2005,Hail,Yahia,Carrefour,Toys,1617.1848,1837.71
11/20/2005,Riyadh,Abdul,Panda,Food,1950.3045,4334.01
11/27/2005,Jeddah,Ghalia,Panda,Home,1173.8272,2023.84
3/26/2005,Riyadh,Yahia,Othaim,Home,7341.375,9788.5
8/26/2005,Hail,Abdul,Othaim,Toys,248.688,452.16
6/27/2005,Jubail,Mjeed,Carrefour,Home,1647.2456,1761.76
10/4/2005,Jeddah,Maliha,Lulu,Home,620.5803,1443.21
2/10/2005,Abha,Ghalia,Panda,Home,4297.5232,9994.24
10/27/2005,Jeddah,Mjeed,Panda,Food,6349.5872,7215.44
4/4/2005,Jubail,Yahia,Othaim,Food,3918.3584,4452.68
1/27/2006,Hail,Abdul,Othaim,Food,4128.825,5505.1
4/1/2005,Dammam,Maliha,Othaim,Office,6032.3582,6451.72
2/7/2005,Jeddah,Abdul,Othaim,Food,2178.4635,4841.03
2/18/2005,Jubail,Abdul,Panda,Food,3065.0763,8283.99
5/18/2006,Abha,Yahia,Panda,Food,4246.57365,4541.79
11/22/2004,Jeddah,Maliha,Carrefour,Office,7012.77115,7500.29
10/26/2004,Abha,Ghalia,Panda,Office,2137.2927,3622.53
6/18/2005,Hail,Abdul,Lulu,Toys,2042.1115,3712.93
3/4/2006,Hail,Yahia,Panda,Toys,361.3383,976.59
11/27/2005,Jeddah,Abdul,Othaim,Toys,1483.9257,4010.61
5/21/2006,Jeddah,Ghalia,Panda,Food,1658.331,3685.18
11/22/2004,Riyadh,Yahia,Carrefour,Toys,4711.2296,5353.67
12/18/2005,Riyadh,Ghalia,Lulu,Food,829.7996,1406.44
12/7/2004,Dammam,Yahia,Carrefour,Office,3649.077,8109.06
8/28/2005,Hail,Mjeed,Lulu,Food,5349.4444,7866.83
7/17/2004,Jeddah,Yahia,Othaim,Office,5456.0014,9247.46
12/15/2004,Riyadh,Yahia,Carrefour,Office,1838.2328,4274.96
7/3/2004,Jubail,Yahia,Carrefour,Office,1160.9145,2579.81
3/16/2005,Jeddah,Abdul,Lulu,Toys,4446.2055,4755.3
8/5/2004,Riyadh,Maliha,Lulu,Office,3793.5288,8822.16
3/3/2006,Riyadh,Mjeed,Lulu,Food,428.1212,738.14
7/22/2004,Jubail,Yahia,Othaim,Office,3116.7432,7248.24
11/16/2004,Riyadh,Abdul,Lulu,Toys,5399.017,9308.65
4/29/2006,Jeddah,Mjeed,Carrefour,Home,3491.3835,6347.97
9/19/2005,Jubail,Mjeed,Othaim,Office,1622.2909,4384.57
8/10/2005,Abha,Maliha,Lulu,Home,2140.523,3891.86
7/9/2005,Dammam,Maliha,Lulu,Home,3730.95855,3990.33
8/20/2005,Jeddah,Mjeed,Lulu,Office,2368.0573,5507.11
1/21/2006,Jeddah,Mjeed,Lulu,Home,7438.068,8452.35
11/8/2005,Jubail,Abdul,Panda,Food,3336.155,5654.5
8/23/2005,Riyadh,Mjeed,Lulu,Office,5301.917,8986.3
12/4/2004,Hail,Ghalia,Othaim,Toys,1980.135,2640.18
11/5/2005,Riyadh,Yahia,Lulu,Home,2510.1938,5837.66
9/3/2005,Jeddah,Abdul,Othaim,Office,610.137,1355.86
8/27/2005,Dammam,Ghalia,Panda,Home,5843.4508,6249.68
9/13/2005,Jeddah,Maliha,Panda,Food,4882.3182,8417.79
2/1/2005,Riyadh,Abdul,Panda,Toys,5841.0096,8589.72
3/29/2006,Hail,Ghalia,Panda,Toys,4241.5408,6237.56
9/17/2004,Jeddah,Maliha,Panda,Food,2680.1505,7243.65
7/14/2005,Dammam,Abdul,Panda,Toys,2148.5971,3641.69
4/14/2006,Jubail,Ghalia,Panda,Office,5082.0752,7473.64
6/1/2005,Jeddah,Maliha,Othaim,Food,4504.0275,6005.37
7/31/2004,Jeddah,Maliha,Othaim,Toys,798.1961,1856.27
8/23/2005,Jubail,Yahia,Panda,Office,3775.9227,4038.42
2/9/2005,Dammam,Mjeed,Lulu,Food,3654.0525,4872.07
8/29/2004,Riyadh,Abdul,Othaim,Toys,3887.322,5716.65
10/5/2004,Jeddah,Maliha,Othaim,Food,2580.172,6000.4
3/19/2006,Jubail,Maliha,Othaim,Office,4976.2783,8434.37
1/13/2005,Riyadh,Maliha,Othaim,Home,5046.5827,8553.53
3/1/2006,Dammam,Ghalia,Panda,Home,1843.842,3352.44
7/1/2005,Abha,Abdul,Lulu,Toys,2448.4097,2618.62
3/20/2006,Jeddah,Maliha,Othaim,Toys,86.1591,200.37
1/20/2006,Dammam,Ghalia,Panda,Home,2705.4448,4664.56
1/17/2006,Jeddah,Ghalia,Othaim,Home,345.5158,585.62
1/14/2005,Riyadh,Maliha,Othaim,Food,3241.4206,3466.76
2/23/2005,Hail,Maliha,Othaim,Home,5808.6212,8542.09
2/22/2005,Dammam,Mjeed,Othaim,Food,5712.8608,9849.76
8/27/2004,Riyadh,Yahia,Othaim,Food,4356.9675,5809.29
4/26/2005,Riyadh,Yahia,Lulu,Food,1136.673,2525.94
6/7/2005,Abha,Mjeed,Othaim,Food,4687.9022,8082.59
2/18/2005,Dammam,Ghalia,Carrefour,Toys,2924.2365,6800.55
3/1/2006,Jeddah,Abdul,Carrefour,Home,4421.1945,7493.55
8/9/2005,Jeddah,Abdul,Lulu,Home,3580.6875,4774.25
9/25/2005,Jeddah,Yahia,Othaim,Toys,5781.8175,7709.09
5/10/2006,Dammam,Abdul,Lulu,Office,3475.9285,6319.87
2/28/2005,Dammam,Ghalia,Carrefour,Office,854.7615,1899.47
1/15/2005,Dammam,Mjeed,Othaim,Office,2303.82,3071.76
12/4/2004,Jeddah,Mjeed,Panda,Office,2970.6956,4368.67
2/13/2006,Dammam,Yahia,Lulu,Toys,5856.6904,8612.78
6/2/2006,Abha,Yahia,Carrefour,Toys,4304.3099,4603.54
4/14/2006,Riyadh,Yahia,Panda,Home,5822.4976,9868.64
7/23/2005,Dammam,Maliha,Othaim,Office,3913.0965,8695.77
6/30/2004,Hail,Mjeed,Carrefour,Toys,1223.1178,2844.46
7/25/2005,Abha,Maliha,Lulu,Food,1872.4112,2127.74
5/15/2006,Jeddah,Mjeed,Panda,Home,1018.2511,2752.03
3/8/2006,Dammam,Yahia,Carrefour,Home,218.2725,291.03
6/17/2004,Abha,Ghalia,Lulu,Office,5838.15,7784.2
5/13/2005,Riyadh,Mjeed,Carrefour,Office,1873.41,3406.2
1/30/2005,Jeddah,Yahia,Othaim,Food,1615.2584,2375.38
1/3/2005,Abha,Yahia,Othaim,Home,854.1265,2308.45
5/30/2006,Jubail,Abdul,Othaim,Toys,5224.19095,5587.37
9/30/2004,Dammam,Maliha,Othaim,Home,444.07,807.4
7/23/2005,Jubail,Maliha,Lulu,Toys,5299.4576,7793.32
7/8/2005,Jeddah,Yahia,Carrefour,Home,558.382,597.2
4/10/2005,Jubail,Ghalia,Lulu,Office,2059.2947,3490.33
11/4/2004,Dammam,Maliha,Carrefour,Home,1445.4115,2449.85
4/30/2006,Hail,Maliha,Panda,Toys,730.4625,973.95
3/5/2006,Hail,Ghalia,Lulu,Home,1032.2926,2789.98
7/28/2005,Dammam,Yahia,Carrefour,Office,2875.125,5227.5
5/23/2006,Dammam,Maliha,Panda,Food,6767.508,7690.35
5/10/2006,Jeddah,Abdul,Panda,Toys,1855.4205,5014.65
4/12/2005,Jeddah,Yahia,Carrefour,Office,2522.2897,5865.79
4/14/2006,Hail,Mjeed,Lulu,Home,6416.83955,6862.93
10/31/2004,Abha,Abdul,Panda,Home,3871.095,5161.46
12/12/2005,Jubail,Maliha,Lulu,Food,1853.2218,3195.21
3/24/2005,Jeddah,Ghalia,Othaim,Home,1831.1892,4949.16
11/2/2005,Dammam,Maliha,Othaim,Food,1336.6155,2430.21
5/1/2005,Riyadh,Ghalia,Panda,Food,3364.092,7475.76
5/2/2006,Riyadh,Yahia,Carrefour,Home,1265.308,1437.85
4/27/2005,Jubail,Maliha,Carrefour,Food,8079.5033,8641.18
8/31/2005,Jubail,Abdul,Panda,Food,677.3124,1167.78
12/13/2004,Jeddah,Yahia,Panda,Toys,8046.45105,8605.83
11/20/2005,Hail,Mjeed,Lulu,Toys,4490.4888,6603.66
2/20/2006,Dammam,Mjeed,Panda,Office,1279.0195,2325.49
9/26/2004,Jeddah,Yahia,Othaim,Home,3590.7685,6528.67
9/24/2004,Jeddah,Ghalia,Carrefour,Toys,2982.5345,5422.79
4/29/2006,Jubail,Yahia,Panda,Toys,2714.3696,3991.72
6/8/2005,Dammam,Maliha,Panda,Food,1030.26,1873.2
6/8/2005,Jubail,Yahia,Lulu,Toys,2426.346,5391.88
8/29/2005,Jeddah,Ghalia,Lulu,Office,1420.6288,2089.16
7/4/2005,Riyadh,Yahia,Panda,Home,6603.42,8804.56
11/10/2005,Dammam,Yahia,Lulu,Food,8311.6,9445
5/1/2005,Riyadh,Mjeed,Othaim,Home,6820.56,9094.08
1/26/2005,Hail,Maliha,Othaim,Food,2611.642,3840.65
2/20/2006,Dammam,Abdul,Othaim,Food,5014.6275,6686.17
8/5/2004,Riyadh,Yahia,Othaim,Office,4561.1984,5183.18
2/19/2006,Dammam,Yahia,Othaim,Food,1530.2004,2593.56
1/12/2006,Jeddah,Yahia,Lulu,Home,2809.5705,5108.31
1/21/2005,Riyadh,Abdul,Lulu,Office,8615.6224,9790.48
5/18/2006,Riyadh,Maliha,Panda,Home,3489.6525,4652.87
3/1/2006,Jeddah,Ghalia,Othaim,Toys,3185.7074,8610.02
3/22/2006,Riyadh,Maliha,Othaim,Food,4458.36985,4768.31
1/8/2006,Jubail,Mjeed,Panda,Toys,4349.1008,4942.16
4/25/2005,Dammam,Ghalia,Panda,Office,4662.3044,6856.33
4/11/2006,Abha,Mjeed,Panda,Home,3267.6044,7599.08
10/10/2004,Riyadh,Ghalia,Panda,Toys,6162.915,8217.22
5/6/2005,Jubail,Yahia,Carrefour,Toys,3437.808,3676.8
9/13/2005,Hail,Yahia,Lulu,Food,2244.34595,2400.37
4/5/2006,Abha,Ghalia,Lulu,Office,714.6315,1588.07
5/1/2005,Jeddah,Abdul,Lulu,Toys,3877.478,7049.96
3/25/2005,Riyadh,Ghalia,Lulu,Office,1755.8224,3027.28
6/10/2006,Riyadh,Maliha,Panda,Food,209.3046,360.87
5/18/2005,Dammam,Mjeed,Lulu,Food,567.8816,607.36
10/13/2004,Abha,Abdul,Lulu,Food,1108.80715,1185.89
7/9/2004,Jeddah,Abdul,Othaim,Office,5626.65,7502.2
8/24/2005,Jeddah,Maliha,Othaim,Home,531.6512,916.64
6/7/2006,Jubail,Ghalia,Lulu,Toys,3401.7208,9193.84
11/4/2004,Dammam,Abdul,Othaim,Food,5753.4898,9919.81
6/18/2005,Riyadh,Yahia,Panda,Toys,1911.5412,2811.09
3/6/2005,Hail,Abdul,Othaim,Office,2567.0925,5704.65
12/11/2004,Abha,Abdul,Lulu,Toys,4424.61635,4732.21
4/3/2005,Riyadh,Abdul,Lulu,Office,7959.1864,9044.53
7/7/2005,Jubail,Maliha,Panda,Toys,1964.0377,5308.21
6/28/2005,Jeddah,Abdul,Carrefour,Food,3354.5776,3812.02
3/22/2005,Abha,Ghalia,Panda,Home,1371.7087,2324.93
4/17/2006,Jubail,Ghalia,Othaim,Food,3781.3185,8402.93
4/18/2005,Abha,Yahia,Othaim,Home,45.0065,81.83
3/24/2006,Jubail,Mjeed,Othaim,Home,5628.87,8277.75
6/14/2005,Jeddah,Maliha,Carrefour,Food,1378.2446,3205.22
2/17/2005,Jeddah,Yahia,Othaim,Home,2036.936,3703.52
10/30/2004,Riyadh,Yahia,Othaim,Toys,4304.003,7825.46
5/3/2006,Abha,Maliha,Panda,Home,3904.155,5205.54
11/18/2005,Hail,Ghalia,Panda,Office,1059.2836,1557.77
11/13/2005,Abha,Mjeed,Othaim,Toys,4231.4635,7693.57
5/13/2006,Jeddah,Maliha,Panda,Food,2076.525,4614.5
11/21/2004,Dammam,Abdul,Carrefour,Office,2500.83,6759
6/24/2004,Dammam,Abdul,Panda,Toys,1860.82765,1990.19
8/29/2005,Hail,Ghalia,Othaim,Office,3739.0736,8695.52
11/27/2004,Jeddah,Maliha,Carrefour,Food,2595.27015,2775.69
11/27/2004,Riyadh,Maliha,Lulu,Toys,2003.94,4453.2
10/1/2004,Jeddah,Mjeed,Lulu,Home,3017.9488,5203.36
2/9/2005,Hail,Maliha,Othaim,Office,2890.395,3853.86
3/19/2005,Dammam,Abdul,Lulu,Home,4351.8046,7375.94
4/3/2005,Riyadh,Abdul,Lulu,Toys,1174.977,2611.06
8/29/2004,Jeddah,Ghalia,Carrefour,Home,1451.1935,2459.65
3/13/2005,Abha,Abdul,Carrefour,Food,3604.656,6553.92
12/21/2004,Dammam,Abdul,Carrefour,Home,2432.7352,6574.96
10/17/2005,Dammam,Maliha,Carrefour,Toys,5729.6325,7639.51
11/10/2004,Dammam,Abdul,Panda,Office,243.903,443.46
3/14/2005,Jubail,Yahia,Carrefour,Office,2282.182,3356.15
2/10/2006,Riyadh,Abdul,Panda,Toys,2542.4395,5912.65
12/17/2005,Riyadh,Maliha,Othaim,Home,8077.53045,8639.07
8/3/2004,Hail,Mjeed,Othaim,Food,3758.9611,8741.77
8/4/2005,Jubail,Mjeed,Panda,Home,2881.4257,6700.99
12/29/2005,Dammam,Ghalia,Carrefour,Home,359.2636,619.42
10/23/2004,Abha,Mjeed,Carrefour,Home,564.322,1026.04
5/3/2006,Jubail,Maliha,Lulu,Food,4846.95585,5183.91
7/24/2004,Jeddah,Maliha,Othaim,Toys,660.7575,881.01
6/21/2005,Jeddah,Ghalia,Panda,Food,1874.012,2755.9
6/17/2004,Riyadh,Abdul,Carrefour,Office,2181.24,4847.2
11/14/2004,Riyadh,Maliha,Carrefour,Home,28.5383,48.37
8/18/2004,Abha,Abdul,Carrefour,Food,2420.9618,6543.14
10/31/2004,Hail,Abdul,Carrefour,Home,4549.0357,7710.23
7/16/2005,Jubail,Ghalia,Lulu,Office,2287.7325,3050.31
1/15/2006,Jubail,Abdul,Lulu,Office,78.9093,183.51
10/11/2004,Riyadh,Mjeed,Lulu,Office,7307.29615,7815.29
4/28/2005,Riyadh,Yahia,Lulu,Toys,2659.6846,4507.94
6/20/2004,Jeddah,Abdul,Carrefour,Food,8722.3752,9911.79
4/12/2006,Abha,Mjeed,Carrefour,Toys,5928.8175,7905.09
3/23/2006,Abha,Maliha,Lulu,Office,3132.0575,5694.65
6/6/2005,Jubail,Maliha,Carrefour,Home,3305.367,7345.26
9/6/2004,Dammam,Maliha,Carrefour,Toys,3595.4837,8361.59
10/4/2005,Jeddah,Ghalia,Lulu,Food,8748.7752,9941.79
1/26/2006,Dammam,Yahia,Carrefour,Office,1404.801,3121.78
11/29/2005,Dammam,Mjeed,Lulu,Office,840.7795,1528.69
4/19/2006,Jeddah,Maliha,Othaim,Toys,1741.0227,4048.89
1/1/2006,Riyadh,Maliha,Lulu,Home,1251.685,2121.5
5/29/2005,Jubail,Yahia,Othaim,Toys,2669.887,4854.34
7/14/2005,Jeddah,Mjeed,Othaim,Office,7702.4739,8237.94
2/24/2005,Dammam,Yahia,Panda,Office,1958.9674,3377.53
10/8/2005,Jeddah,Mjeed,Othaim,Office,6220.4428,6652.88
7/27/2005,Abha,Ghalia,Othaim,Food,2690.7029,7272.17
6/20/2004,Riyadh,Abdul,Othaim,Office,4481.3686,7595.54
12/18/2004,Hail,Mjeed,Lulu,Toys,758.1889,1763.23
7/24/2005,Jeddah,Abdul,Lulu,Food,3234.281,8741.3
7/30/2004,Abha,Abdul,Panda,Toys,816.15215,872.89
5/12/2006,Hail,Maliha,Panda,Food,4596.955,8358.1
9/12/2004,Hail,Yahia,Othaim,Office,1454.76,1939.68
10/15/2005,Riyadh,Ghalia,Lulu,Food,321.409,584.38
6/6/2006,Abha,Mjeed,Panda,Office,1701.5423,2883.97
7/25/2004,Riyadh,Abdul,Carrefour,Home,7400.6775,9867.57
7/18/2005,Abha,Ghalia,Othaim,Food,4445.8334,7665.23
2/4/2006,Dammam,Abdul,Panda,Home,1142.983,2658.1
3/28/2006,Jeddah,Mjeed,Lulu,Office,6103.3632,6935.64
7/10/2004,Jeddah,Yahia,Panda,Food,1904.6734,3228.26
12/7/2005,Jeddah,Abdul,Carrefour,Home,5858.1041,9928.99
8/23/2004,Jeddah,Maliha,Panda,Food,969.232,1762.24
10/21/2005,Dammam,Ghalia,Carrefour,Food,8597.4559,9195.14
4/30/2006,Jubail,Ghalia,Othaim,Toys,2796.4024,3177.73
7/30/2005,Riyadh,Ghalia,Panda,Food,1054.8079,1787.81
12/28/2004,Jubail,Yahia,Carrefour,Food,3621.7487,9788.51
11/7/2004,Hail,Yahia,Panda,Toys,3407.4755,6195.41
4/4/2006,Jeddah,Maliha,Panda,Food,4973.4025,9042.55
12/20/2005,Riyadh,Maliha,Panda,Home,653.4715,1188.13
8/31/2004,Abha,Ghalia,Othaim,Home,5802.5733,9834.87
8/14/2005,Dammam,Mjeed,Carrefour,Toys,4049.0133,9416.31
12/5/2004,Hail,Abdul,Carrefour,Toys,2640.132,4800.24
8/1/2005,Dammam,Abdul,Lulu,Office,295.2455,536.81
10/17/2005,Dammam,Yahia,Othaim,Toys,4464.9375,5953.25
8/12/2004,Hail,Mjeed,Carrefour,Home,6187.3336,9099.02
9/28/2005,Jubail,Yahia,Carrefour,Office,1000.4775,1333.97
11/29/2004,Abha,Ghalia,Carrefour,Home,2669.4,5932
9/25/2005,Abha,Maliha,Carrefour,Office,4152.5415,9227.87
5/24/2006,Dammam,Mjeed,Lulu,Office,823.9789,2226.97
12/17/2004,Abha,Ghalia,Carrefour,Toys,4085.4915,9078.87
9/23/2004,Dammam,Maliha,Carrefour,Food,1559.4982,3626.74
4/4/2006,Jeddah,Maliha,Panda,Home,1231.7985,2737.33
11/3/2004,Hail,Maliha,Panda,Food,462.1008,679.56
10/6/2005,Dammam,Yahia,Othaim,Home,981.5397,2652.81
6/11/2005,Hail,Yahia,Lulu,Office,2204.4645,4898.81
1/5/2006,Jeddah,Ghalia,Lulu,Home,1349.8266,3648.18
3/26/2006,Jeddah,Maliha,Carrefour,Food,3488.5488,3964.26
8/28/2005,Jeddah,Ghalia,Lulu,Food,2067.9087,4809.09
2/20/2005,Jeddah,Abdul,Othaim,Toys,4808.461,8290.45
8/27/2004,Dammam,Ghalia,Lulu,Office,757.3775,1377.05
9/16/2004,Hail,Ghalia,Lulu,Food,5286.0675,7048.09
12/17/2004,Dammam,Ghalia,Lulu,Toys,758.6964,1115.73
6/8/2006,Jubail,Abdul,Panda,Home,4949.5336,8389.04
12/25/2004,Riyadh,Abdul,Othaim,Toys,3664.6785,8143.73
9/4/2004,Jubail,Maliha,Carrefour,Office,5988.93,7985.24
5/14/2005,Jubail,Ghalia,Lulu,Office,4029.0628,6828.92
1/2/2005,Dammam,Yahia,Othaim,Home,2437.664,3584.8
3/20/2005,Dammam,Yahia,Carrefour,Office,3705.6374,6389.03
9/7/2004,Riyadh,Mjeed,Lulu,Home,3498.1876,8135.32
8/17/2004,Hail,Yahia,Lulu,Home,3740.28,4987.04
5/21/2005,Riyadh,Ghalia,Othaim,Office,268.9725,358.63
9/18/2004,Jeddah,Yahia,Lulu,Office,4373.8032,7541.04
6/21/2004,Dammam,Ghalia,Othaim,Toys,4843.5047,8209.33
5/24/2006,Jubail,Yahia,Lulu,Office,2175.6753,5059.71
12/2/2005,Dammam,Maliha,Othaim,Food,3290.2646,5672.87
4/6/2006,Abha,Abdul,Carrefour,Food,1934.5304,2198.33
3/22/2006,Riyadh,Mjeed,Carrefour,Home,2230.5712,2534.74
8/4/2005,Dammam,Ghalia,Carrefour,Home,872.3924,1282.93
3/17/2005,Hail,Ghalia,Lulu,Office,1445.6381,3907.13
7/28/2005,Jeddah,Yahia,Carrefour,Food,1115.2845,2027.79
3/26/2005,Dammam,Abdul,Lulu,Home,4993.1915,9078.53
8/23/2004,Dammam,Abdul,Carrefour,Office,3304.6065,7343.57
9/2/2005,Jubail,Maliha,Othaim,Office,4357.245,5809.66
12/2/2005,Dammam,Ghalia,Othaim,Food,2579.632,4690.24
2/12/2006,Riyadh,Abdul,Carrefour,Office,236.19035,252.61
1/5/2006,Jubail,Abdul,Othaim,Office,241.6575,322.21
8/1/2004,Dammam,Maliha,Lulu,Food,4595.206,8354.92
1/31/2006,Jubail,Abdul,Panda,Home,3047.44,5540.8
2/13/2006,Dammam,Maliha,Panda,Food,4096.3993,9526.51
9/9/2005,Abha,Ghalia,Panda,Toys,4390.86285,4696.11
9/8/2004,Hail,Ghalia,Panda,Office,1054.1906,1817.57
4/28/2005,Dammam,Ghalia,Carrefour,Office,3689.2464,6252.96
7/20/2005,Hail,Yahia,Lulu,Home,3220.41,4293.88
9/24/2004,Dammam,Mjeed,Panda,Toys,1267.398,2304.36
12/16/2004,Hail,Mjeed,Othaim,Toys,4145.5819,7026.41
5/16/2005,Dammam,Yahia,Panda,Office,2000.2826,4651.82
6/7/2005,Abha,Abdul,Carrefour,Home,4825.2512,5483.24
7/15/2004,Jubail,Maliha,Carrefour,Toys,4614.5072,6786.04
4/21/2005,Jeddah,Yahia,Lulu,Home,2494.6264,4301.08
1/29/2006,Dammam,Ghalia,Othaim,Home,429.60445,459.47
8/24/2005,Jubail,Abdul,Othaim,Home,4788.7173,8116.47
9/8/2004,Abha,Mjeed,Carrefour,Office,422.7245,768.59
12/17/2005,Abha,Ghalia,Panda,Toys,1693.786,4577.8
